split,dataset,scenario,iteration,k,f1_score,accuracy
between,features,pca,2,1,0.5635,0.5969
between,features,pca,2,3,0.5632,0.5940
between,features,pca,2,5,0.5674,0.5971
between,features,pca,2,7,0.5674,0.5986
between,features,pca,2,9,0.5618,0.5915
between,features,pca,2,11,0.5641,0.5944
between,features,pca,2,13,0.5635,0.5953
between,features,pca,2,15,0.5635,0.5968
between,features,pca,2,17,0.5559,0.5892
between,features,pca,2,19,0.5552,0.5885
between,features,relieff,2,1,0.5203,0.5556
between,features,relieff,2,3,0.5167,0.5526
between,features,relieff,2,5,0.5184,0.5533
between,features,relieff,2,7,0.5172,0.5509
between,features,relieff,2,9,0.5182,0.5517
between,features,relieff,2,11,0.5187,0.5522
between,features,relieff,2,13,0.5235,0.5555
between,features,relieff,2,15,0.5259,0.5573
between,features,relieff,2,17,0.5253,0.5576
between,features,relieff,2,19,0.5219,0.5547
between,features,all,3,1,0.5682,0.6031
between,features,all,3,3,0.5657,0.5991
between,features,all,3,5,0.5754,0.6097
between,features,all,3,7,0.5725,0.6053
between,features,all,3,9,0.5734,0.6071
between,features,all,3,11,0.5816,0.6131
between,features,all,3,13,0.5836,0.6160
between,features,all,3,15,0.5801,0.6129
between,features,all,3,17,0.5804,0.6135
between,features,all,3,19,0.5807,0.6133
between,features,pca,3,1,0.5558,0.5896
between,features,pca,3,3,0.5558,0.5903
between,features,pca,3,5,0.5582,0.5931
between,features,pca,3,7,0.5630,0.5985
between,features,pca,3,9,0.5626,0.5971
between,features,pca,3,11,0.5589,0.5922
between,features,pca,3,13,0.5599,0.5942
between,features,pca,3,15,0.5601,0.5938
between,features,pca,3,17,0.5657,0.5995
between,features,pca,3,19,0.5635,0.5956
between,features,relieff,3,1,0.4976,0.5287
between,features,relieff,3,3,0.4956,0.5276
between,features,relieff,3,5,0.5011,0.5338
between,features,relieff,3,7,0.5024,0.5344
between,features,relieff,3,9,0.5079,0.5389
between,features,relieff,3,11,0.5123,0.5411
between,features,relieff,3,13,0.5170,0.5451
between,features,relieff,3,15,0.5167,0.5444
between,features,relieff,3,17,0.5124,0.5417
between,features,relieff,3,19,0.5157,0.5444
between,features,all,4,1,0.5737,0.6038
between,features,all,4,3,0.5758,0.6061
between,features,all,4,5,0.5706,0.6018
between,features,all,4,7,0.5775,0.6077
between,features,all,4,9,0.5798,0.6099
between,features,all,4,11,0.5820,0.6129
between,features,all,4,13,0.5812,0.6111
between,features,all,4,15,0.5780,0.6091
between,features,all,4,17,0.5781,0.6099
between,features,all,4,19,0.5736,0.6048
between,features,pca,4,1,0.5480,0.5817
between,features,pca,4,3,0.5472,0.5817
between,features,pca,4,5,0.5472,0.5806
between,features,pca,4,7,0.5472,0.5810
between,features,pca,4,9,0.5454,0.5789
between,features,pca,4,11,0.5487,0.5803
between,features,pca,4,13,0.5507,0.5826
between,features,pca,4,15,0.5482,0.5799
between,features,pca,4,17,0.5469,0.5797
between,features,pca,4,19,0.5482,0.5805
between,features,relieff,4,1,0.4973,0.5403
between,features,relieff,4,3,0.4990,0.5425
between,features,relieff,4,5,0.4999,0.5410
between,features,relieff,4,7,0.5040,0.5446
between,features,relieff,4,9,0.5047,0.5455
between,features,relieff,4,11,0.5014,0.5428
between,features,relieff,4,13,0.5047,0.5459
between,features,relieff,4,15,0.5070,0.5484
between,features,relieff,4,17,0.5055,0.5471
between,features,relieff,4,19,0.5067,0.5484
between,features,all,5,1,0.5718,0.6101
between,features,all,5,3,0.5754,0.6129
between,features,all,5,5,0.5764,0.6134
between,features,all,5,7,0.5674,0.6053
between,features,all,5,9,0.5771,0.6130
between,features,all,5,11,0.5786,0.6140
between,features,all,5,13,0.5804,0.6154
between,features,all,5,15,0.5811,0.6147
between,features,all,5,17,0.5778,0.6108
between,features,all,5,19,0.5768,0.6095
between,features,pca,5,1,0.5537,0.5924
between,features,pca,5,3,0.5634,0.5984
between,features,pca,5,5,0.5728,0.6058
between,features,pca,5,7,0.5698,0.6018
between,features,pca,5,9,0.5712,0.6021
between,features,pca,5,11,0.5733,0.6018
between,features,pca,5,13,0.5723,0.6008
between,features,pca,5,15,0.5695,0.5992
between,features,pca,5,17,0.5697,0.5986
between,features,pca,5,19,0.5682,0.5983
between,features,relieff,5,1,0.5332,0.5754
between,features,relieff,5,3,0.5365,0.5768
between,features,relieff,5,5,0.5366,0.5754
between,features,relieff,5,7,0.5441,0.5815
between,features,relieff,5,9,0.5432,0.5798
between,features,relieff,5,11,0.5399,0.5783
between,features,relieff,5,13,0.5440,0.5822
between,features,relieff,5,15,0.5460,0.5842
between,features,relieff,5,17,0.5456,0.5833
between,features,relieff,5,19,0.5462,0.5835
between,features,all,6,1,0.5784,0.6075
between,features,all,6,3,0.5754,0.6049
between,features,all,6,5,0.5730,0.6021
between,features,all,6,7,0.5777,0.6056
between,features,all,6,9,0.5757,0.6053
between,features,all,6,11,0.5753,0.6062
between,features,all,6,13,0.5753,0.6079
between,features,all,6,15,0.5750,0.6075
between,features,all,6,17,0.5750,0.6099
between,features,all,6,19,0.5783,0.6121
between,features,pca,6,1,0.5531,0.5867
between,features,pca,6,3,0.5613,0.5949
between,features,pca,6,5,0.5530,0.5860
between,features,pca,6,7,0.5585,0.5906
between,features,pca,6,9,0.5551,0.5867
between,features,pca,6,11,0.5498,0.5828
between,features,pca,6,13,0.5549,0.5880
between,features,pca,6,15,0.5517,0.5851
between,features,pca,6,17,0.5479,0.5806
between,features,pca,6,19,0.5474,0.5815
between,features,relieff,6,1,0.4952,0.5243
between,features,relieff,6,3,0.5020,0.5285
between,features,relieff,6,5,0.4988,0.5256
between,features,relieff,6,7,0.4998,0.5265
between,features,relieff,6,9,0.4949,0.5232
between,features,relieff,6,11,0.4958,0.5243
between,features,relieff,6,13,0.4952,0.5219
between,features,relieff,6,15,0.4916,0.5169
between,features,relieff,6,17,0.4950,0.5206
between,features,relieff,6,19,0.4985,0.5243
between,features,all,7,1,0.5759,0.6098
between,features,all,7,3,0.5804,0.6148
between,features,all,7,5,0.5731,0.6061
between,features,all,7,7,0.5702,0.6042
between,features,all,7,9,0.5666,0.6017
between,features,all,7,11,0.5650,0.5980
between,features,all,7,13,0.5706,0.6033
between,features,all,7,15,0.5700,0.6042
between,features,all,7,17,0.5738,0.6070
between,features,all,7,19,0.5702,0.6037
between,features,pca,7,1,0.5576,0.5908
between,features,pca,7,3,0.5597,0.5902
between,features,pca,7,5,0.5595,0.5900
between,features,pca,7,7,0.5541,0.5841
between,features,pca,7,9,0.5597,0.5895
between,features,pca,7,11,0.5544,0.5843
between,features,pca,7,13,0.5524,0.5826
between,features,pca,7,15,0.5527,0.5830
between,features,pca,7,17,0.5489,0.5791
between,features,pca,7,19,0.5513,0.5823
between,features,relieff,7,1,0.4509,0.5053
between,features,relieff,7,3,0.4449,0.4977
between,features,relieff,7,5,0.4384,0.4881
between,features,relieff,7,7,0.4393,0.4870
between,features,relieff,7,9,0.4358,0.4835
between,features,relieff,7,11,0.4339,0.4820
between,features,relieff,7,13,0.4366,0.4838
between,features,relieff,7,15,0.4378,0.4838
between,features,relieff,7,17,0.4336,0.4789
between,features,relieff,7,19,0.4365,0.4813
between,features,all,8,1,0.5858,0.6191
between,features,all,8,3,0.5854,0.6172
between,features,all,8,5,0.5917,0.6209
between,features,all,8,7,0.5909,0.6196
between,features,all,8,9,0.5873,0.6185
between,features,all,8,11,0.5849,0.6172
between,features,all,8,13,0.5888,0.6187
between,features,all,8,15,0.5843,0.6176
between,features,all,8,17,0.5850,0.6191
between,features,all,8,19,0.5868,0.6202
between,features,pca,8,1,0.5694,0.6057
between,features,pca,8,3,0.5714,0.6068
between,features,pca,8,5,0.5717,0.6069
between,features,pca,8,7,0.5720,0.6058
between,features,pca,8,9,0.5675,0.6022
between,features,pca,8,11,0.5699,0.6060
between,features,pca,8,13,0.5688,0.6053
between,features,pca,8,15,0.5709,0.6073
between,features,pca,8,17,0.5691,0.6071
between,features,pca,8,19,0.5650,0.6038
between,features,relieff,8,1,0.4673,0.5111
between,features,relieff,8,3,0.4672,0.5096
between,features,relieff,8,5,0.4667,0.5091
between,features,relieff,8,7,0.4670,0.5100
between,features,relieff,8,9,0.4633,0.5050
between,features,relieff,8,11,0.4664,0.5089
between,features,relieff,8,13,0.4705,0.5128
between,features,relieff,8,15,0.4730,0.5155
between,features,relieff,8,17,0.4741,0.5159
between,features,relieff,8,19,0.4743,0.5161
between,features,all,9,1,0.5630,0.5928
between,features,all,9,3,0.5710,0.5987
between,features,all,9,5,0.5711,0.5996
between,features,all,9,7,0.5627,0.5912
between,features,all,9,9,0.5679,0.5968
between,features,all,9,11,0.5655,0.5948
between,features,all,9,13,0.5666,0.5967
between,features,all,9,15,0.5668,0.5983
between,features,all,9,17,0.5712,0.6018
between,features,all,9,19,0.5665,0.5963
between,features,pca,9,1,0.5307,0.5620
between,features,pca,9,3,0.5344,0.5618
between,features,pca,9,5,0.5333,0.5607
between,features,pca,9,7,0.5366,0.5640
between,features,pca,9,9,0.5397,0.5651
between,features,pca,9,11,0.5386,0.5635
between,features,pca,9,13,0.5440,0.5694
between,features,pca,9,15,0.5418,0.5684
between,features,pca,9,17,0.5400,0.5664
between,features,pca,9,19,0.5422,0.5688
between,features,relieff,9,1,0.5283,0.5613
between,features,relieff,9,3,0.5312,0.5618
between,features,relieff,9,5,0.5350,0.5640
between,features,relieff,9,7,0.5370,0.5646
between,features,relieff,9,9,0.5398,0.5684
between,features,relieff,9,11,0.5331,0.5626
between,features,relieff,9,13,0.5320,0.5606
between,features,relieff,9,15,0.5378,0.5679
between,features,relieff,9,17,0.5420,0.5719
between,features,relieff,9,19,0.5409,0.5714
between,features,all,10,1,0.5875,0.6210
between,features,all,10,3,0.5910,0.6232
between,features,all,10,5,0.6001,0.6287
between,features,all,10,7,0.6034,0.6337
between,features,all,10,9,0.6090,0.6403
between,features,all,10,11,0.6068,0.6378
between,features,all,10,13,0.6072,0.6378
between,features,all,10,15,0.6072,0.6371
between,features,all,10,17,0.6113,0.6414
between,features,all,10,19,0.6156,0.6439
between,features,pca,10,1,0.5700,0.6056
between,features,pca,10,3,0.5702,0.6056
between,features,pca,10,5,0.5676,0.6024
between,features,pca,10,7,0.5719,0.6049
between,features,pca,10,9,0.5806,0.6148
between,features,pca,10,11,0.5793,0.6135
between,features,pca,10,13,0.5813,0.6153
between,features,pca,10,15,0.5875,0.6216
between,features,pca,10,17,0.5902,0.6233
between,features,pca,10,19,0.5898,0.6235
between,features,relieff,10,1,0.4985,0.5417
between,features,relieff,10,3,0.4933,0.5365
between,features,relieff,10,5,0.4915,0.5320
between,features,relieff,10,7,0.4931,0.5345
between,features,relieff,10,9,0.4919,0.5331
between,features,relieff,10,11,0.4908,0.5334
between,features,relieff,10,13,0.4930,0.5363
between,features,relieff,10,15,0.4876,0.5309
between,features,relieff,10,17,0.4909,0.5354
between,features,relieff,10,19,0.4904,0.5354
between,features,all,1,1,0.5879,0.6268
between,features,all,1,3,0.5960,0.6312
between,features,all,1,5,0.5957,0.6299
between,features,all,1,7,0.5937,0.6260
between,features,all,1,9,0.5912,0.6233
between,features,all,1,11,0.5962,0.6275
between,features,all,1,13,0.5923,0.6225
between,features,all,1,15,0.5953,0.6272
between,features,all,1,17,0.5961,0.6264
between,features,all,1,19,0.6003,0.6301
between,features,pca,1,1,0.5620,0.6019
between,features,pca,1,3,0.5658,0.6038
between,features,pca,1,5,0.5771,0.6119
between,features,pca,1,7,0.5752,0.6082
between,features,pca,1,9,0.5719,0.6052
between,features,pca,1,11,0.5757,0.6095
between,features,pca,1,13,0.5721,0.6039
between,features,pca,1,15,0.5723,0.6058
between,features,pca,1,17,0.5704,0.6051
between,features,pca,1,19,0.5682,0.6023
between,features,relieff,1,1,0.4615,0.5151
between,features,relieff,1,3,0.4609,0.5129
between,features,relieff,1,5,0.4613,0.5133
between,features,relieff,1,7,0.4599,0.5131
between,features,relieff,1,9,0.4581,0.5137
between,features,relieff,1,11,0.4603,0.5148
between,features,relieff,1,13,0.4620,0.5157
between,features,relieff,1,15,0.4610,0.5144
between,features,relieff,1,17,0.4580,0.5109
between,features,relieff,1,19,0.4584,0.5107
between,features,all,2,1,0.6000,0.6278
between,features,all,2,3,0.5989,0.6269
between,features,all,2,5,0.6010,0.6292
between,features,all,2,7,0.6019,0.6298
between,features,all,2,9,0.6006,0.6276
between,features,all,2,11,0.5990,0.6258
between,features,all,2,13,0.5940,0.6222
between,features,all,2,15,0.5956,0.6234
between,features,all,2,17,0.5995,0.6271
between,features,all,2,19,0.5985,0.6267
between,features,pca,2,1,0.5635,0.5969
between,features,pca,2,3,0.5632,0.5940
between,features,pca,2,5,0.5674,0.5971
between,features,pca,2,7,0.5674,0.5986
between,features,pca,2,9,0.5618,0.5915
between,features,pca,2,11,0.5641,0.5944
between,features,pca,2,13,0.5635,0.5953
between,features,pca,2,15,0.5635,0.5968
between,features,pca,2,17,0.5559,0.5892
between,features,pca,2,19,0.5552,0.5885
between,features,relieff,2,1,0.5203,0.5556
between,features,relieff,2,3,0.5167,0.5526
between,features,relieff,2,5,0.5184,0.5533
between,features,relieff,2,7,0.5172,0.5509
between,features,relieff,2,9,0.5182,0.5517
between,features,relieff,2,11,0.5187,0.5522
between,features,relieff,2,13,0.5235,0.5555
between,features,relieff,2,15,0.5259,0.5573
between,features,relieff,2,17,0.5253,0.5576
between,features,relieff,2,19,0.5219,0.5547
between,features,all,3,1,0.5682,0.6031
between,features,all,3,3,0.5657,0.5991
between,features,all,3,5,0.5754,0.6097
between,features,all,3,7,0.5725,0.6053
between,features,all,3,9,0.5734,0.6071
between,features,all,3,11,0.5816,0.6131
between,features,all,3,13,0.5836,0.6160
between,features,all,3,15,0.5801,0.6129
between,features,all,3,17,0.5804,0.6135
between,features,all,3,19,0.5807,0.6133
between,features,pca,3,1,0.5558,0.5896
between,features,pca,3,3,0.5558,0.5903
between,features,pca,3,5,0.5582,0.5931
between,features,pca,3,7,0.5630,0.5985
between,features,pca,3,9,0.5626,0.5971
between,features,pca,3,11,0.5589,0.5922
between,features,pca,3,13,0.5599,0.5942
between,features,pca,3,15,0.5601,0.5938
between,features,pca,3,17,0.5657,0.5995
between,features,pca,3,19,0.5635,0.5956
between,features,relieff,3,1,0.4976,0.5287
between,features,relieff,3,3,0.4956,0.5276
between,features,relieff,3,5,0.5011,0.5338
between,features,relieff,3,7,0.5024,0.5344
between,features,relieff,3,9,0.5079,0.5389
between,features,relieff,3,11,0.5123,0.5411
between,features,relieff,3,13,0.5170,0.5451
between,features,relieff,3,15,0.5167,0.5444
between,features,relieff,3,17,0.5124,0.5417
between,features,relieff,3,19,0.5157,0.5444
between,features,all,4,1,0.5737,0.6038
between,features,all,4,3,0.5758,0.6061
between,features,all,4,5,0.5706,0.6018
between,features,all,4,7,0.5775,0.6077
between,features,all,4,9,0.5798,0.6099
between,features,all,4,11,0.5820,0.6129
between,features,all,4,13,0.5812,0.6111
between,features,all,4,15,0.5780,0.6091
between,features,all,4,17,0.5781,0.6099
between,features,all,4,19,0.5736,0.6048
between,features,pca,4,1,0.5480,0.5817
between,features,pca,4,3,0.5472,0.5817
between,features,pca,4,5,0.5472,0.5806
between,features,pca,4,7,0.5472,0.5810
between,features,pca,4,9,0.5454,0.5789
between,features,pca,4,11,0.5487,0.5803
between,features,pca,4,13,0.5507,0.5826
between,features,pca,4,15,0.5482,0.5799
between,features,pca,4,17,0.5469,0.5797
between,features,pca,4,19,0.5482,0.5805
between,features,relieff,4,1,0.4973,0.5403
between,features,relieff,4,3,0.4990,0.5425
between,features,relieff,4,5,0.4999,0.5410
between,features,relieff,4,7,0.5040,0.5446
between,features,relieff,4,9,0.5047,0.5455
between,features,relieff,4,11,0.5014,0.5428
between,features,relieff,4,13,0.5047,0.5459
between,features,relieff,4,15,0.5070,0.5484
between,features,relieff,4,17,0.5055,0.5471
between,features,relieff,4,19,0.5067,0.5484
between,features,all,5,1,0.5718,0.6101
between,features,all,5,3,0.5754,0.6129
between,features,all,5,5,0.5764,0.6134
between,features,all,5,7,0.5674,0.6053
between,features,all,5,9,0.5771,0.6130
between,features,all,5,11,0.5786,0.6140
between,features,all,5,13,0.5804,0.6154
between,features,all,5,15,0.5811,0.6147
between,features,all,5,17,0.5778,0.6108
between,features,all,5,19,0.5768,0.6095
between,features,pca,5,1,0.5537,0.5924
between,features,pca,5,3,0.5634,0.5984
between,features,pca,5,5,0.5728,0.6058
between,features,pca,5,7,0.5698,0.6018
between,features,pca,5,9,0.5712,0.6021
between,features,pca,5,11,0.5733,0.6018
between,features,pca,5,13,0.5723,0.6008
between,features,pca,5,15,0.5695,0.5992
between,features,pca,5,17,0.5697,0.5986
between,features,pca,5,19,0.5682,0.5983
between,features,relieff,5,1,0.5332,0.5754
between,features,relieff,5,3,0.5365,0.5768
between,features,relieff,5,5,0.5366,0.5754
between,features,relieff,5,7,0.5441,0.5815
between,features,relieff,5,9,0.5432,0.5798
between,features,relieff,5,11,0.5399,0.5783
between,features,relieff,5,13,0.5440,0.5822
between,features,relieff,5,15,0.5460,0.5842
between,features,relieff,5,17,0.5456,0.5833
between,features,relieff,5,19,0.5462,0.5835
between,features,all,6,1,0.5784,0.6075
between,features,all,6,3,0.5754,0.6049
between,features,all,6,5,0.5730,0.6021
between,features,all,6,7,0.5777,0.6056
between,features,all,6,9,0.5757,0.6053
between,features,all,6,11,0.5753,0.6062
between,features,all,6,13,0.5753,0.6079
between,features,all,6,15,0.5750,0.6075
between,features,all,6,17,0.5750,0.6099
between,features,all,6,19,0.5783,0.6121
between,features,pca,6,1,0.5531,0.5867
between,features,pca,6,3,0.5613,0.5949
between,features,pca,6,5,0.5530,0.5860
between,features,pca,6,7,0.5585,0.5906
between,features,pca,6,9,0.5551,0.5867
between,features,pca,6,11,0.5498,0.5828
between,features,pca,6,13,0.5549,0.5880
between,features,pca,6,15,0.5517,0.5851
between,features,pca,6,17,0.5479,0.5806
between,features,pca,6,19,0.5474,0.5815
between,features,relieff,6,1,0.4952,0.5243
between,features,relieff,6,3,0.5020,0.5285
between,features,relieff,6,5,0.4988,0.5256
between,features,relieff,6,7,0.4998,0.5265
between,features,relieff,6,9,0.4949,0.5232
between,features,relieff,6,11,0.4958,0.5243
between,features,relieff,6,13,0.4952,0.5219
between,features,relieff,6,15,0.4916,0.5169
between,features,relieff,6,17,0.4950,0.5206
between,features,relieff,6,19,0.4985,0.5243
between,features,all,7,1,0.5759,0.6098
between,features,all,7,3,0.5804,0.6148
between,features,all,7,5,0.5731,0.6061
between,features,all,7,7,0.5702,0.6042
between,features,all,7,9,0.5666,0.6017
between,features,all,7,11,0.5650,0.5980
between,features,all,7,13,0.5706,0.6033
between,features,all,7,15,0.5700,0.6042
between,features,all,7,17,0.5738,0.6070
between,features,all,7,19,0.5702,0.6037
between,features,pca,7,1,0.5576,0.5908
between,features,pca,7,3,0.5597,0.5902
between,features,pca,7,5,0.5595,0.5900
between,features,pca,7,7,0.5541,0.5841
between,features,pca,7,9,0.5597,0.5895
between,features,pca,7,11,0.5544,0.5843
between,features,pca,7,13,0.5524,0.5826
between,features,pca,7,15,0.5527,0.5830
between,features,pca,7,17,0.5489,0.5791
between,features,pca,7,19,0.5513,0.5823
between,features,relieff,7,1,0.4509,0.5053
between,features,relieff,7,3,0.4449,0.4977
between,features,relieff,7,5,0.4384,0.4881
between,features,relieff,7,7,0.4393,0.4870
between,features,relieff,7,9,0.4358,0.4835
between,features,relieff,7,11,0.4339,0.4820
between,features,relieff,7,13,0.4366,0.4838
between,features,relieff,7,15,0.4378,0.4838
between,features,relieff,7,17,0.4336,0.4789
between,features,relieff,7,19,0.4365,0.4813
between,features,all,8,1,0.5858,0.6191
between,features,all,8,3,0.5854,0.6172
between,features,all,8,5,0.5917,0.6209
between,features,all,8,7,0.5909,0.6196
between,features,all,8,9,0.5873,0.6185
between,features,all,8,11,0.5849,0.6172
between,features,all,8,13,0.5888,0.6187
between,features,all,8,15,0.5843,0.6176
between,features,all,8,17,0.5850,0.6191
between,features,all,8,19,0.5868,0.6202
between,features,pca,8,1,0.5694,0.6057
between,features,pca,8,3,0.5714,0.6068
between,features,pca,8,5,0.5717,0.6069
between,features,pca,8,7,0.5720,0.6058
between,features,pca,8,9,0.5675,0.6022
between,features,pca,8,11,0.5699,0.6060
between,features,pca,8,13,0.5688,0.6053
between,features,pca,8,15,0.5709,0.6073
between,features,pca,8,17,0.5691,0.6071
between,features,pca,8,19,0.5650,0.6038
between,features,relieff,8,1,0.4673,0.5111
between,features,relieff,8,3,0.4672,0.5096
between,features,relieff,8,5,0.4667,0.5091
between,features,relieff,8,7,0.4670,0.5100
between,features,relieff,8,9,0.4633,0.5050
between,features,relieff,8,11,0.4664,0.5089
between,features,relieff,8,13,0.4705,0.5128
between,features,relieff,8,15,0.4730,0.5155
between,features,relieff,8,17,0.4741,0.5159
between,features,relieff,8,19,0.4743,0.5161
between,features,all,9,1,0.5630,0.5928
between,features,all,9,3,0.5710,0.5987
between,features,all,9,5,0.5711,0.5996
between,features,all,9,7,0.5627,0.5912
between,features,all,9,9,0.5679,0.5968
between,features,all,9,11,0.5655,0.5948
between,features,all,9,13,0.5666,0.5967
between,features,all,9,15,0.5668,0.5983
between,features,all,9,17,0.5712,0.6018
between,features,all,9,19,0.5665,0.5963
between,features,pca,9,1,0.5307,0.5620
between,features,pca,9,3,0.5344,0.5618
between,features,pca,9,5,0.5333,0.5607
between,features,pca,9,7,0.5366,0.5640
between,features,pca,9,9,0.5397,0.5651
between,features,pca,9,11,0.5386,0.5635
between,features,pca,9,13,0.5440,0.5694
between,features,pca,9,15,0.5418,0.5684
between,features,pca,9,17,0.5400,0.5664
between,features,pca,9,19,0.5422,0.5688
between,features,relieff,9,1,0.5283,0.5613
between,features,relieff,9,3,0.5312,0.5618
between,features,relieff,9,5,0.5350,0.5640
between,features,relieff,9,7,0.5370,0.5646
between,features,relieff,9,9,0.5398,0.5684
between,features,relieff,9,11,0.5331,0.5626
between,features,relieff,9,13,0.5320,0.5606
between,features,relieff,9,15,0.5378,0.5679
between,features,relieff,9,17,0.5420,0.5719
between,features,relieff,9,19,0.5409,0.5714
between,features,all,10,1,0.5875,0.6210
between,features,all,10,3,0.5910,0.6232
between,features,all,10,5,0.6001,0.6287
between,features,all,10,7,0.6034,0.6337
between,features,all,10,9,0.6090,0.6403
between,features,all,10,11,0.6068,0.6378
between,features,all,10,13,0.6072,0.6378
between,features,all,10,15,0.6072,0.6371
between,features,all,10,17,0.6113,0.6414
between,features,all,10,19,0.6156,0.6439
between,features,pca,10,1,0.5700,0.6056
between,features,pca,10,3,0.5702,0.6056
between,features,pca,10,5,0.5676,0.6024
between,features,pca,10,7,0.5719,0.6049
between,features,pca,10,9,0.5806,0.6148
between,features,pca,10,11,0.5793,0.6135
between,features,pca,10,13,0.5813,0.6153
between,features,pca,10,15,0.5875,0.6216
between,features,pca,10,17,0.5902,0.6233
between,features,pca,10,19,0.5898,0.6235
between,features,relieff,10,1,0.4985,0.5417
between,features,relieff,10,3,0.4933,0.5365
between,features,relieff,10,5,0.4915,0.5320
between,features,relieff,10,7,0.4931,0.5345
between,features,relieff,10,9,0.4919,0.5331
between,features,relieff,10,11,0.4908,0.5334
between,features,relieff,10,13,0.4930,0.5363
between,features,relieff,10,15,0.4876,0.5309
between,features,relieff,10,17,0.4909,0.5354
between,features,relieff,10,19,0.4904,0.5354
between,embeddings,all,1,1,0.4375,0.4706
between,embeddings,all,1,3,0.4377,0.4713
between,embeddings,all,1,5,0.4304,0.4620
between,embeddings,all,1,7,0.4320,0.4622
between,embeddings,all,1,9,0.4309,0.4602
between,embeddings,all,1,11,0.4291,0.4590
between,embeddings,all,1,13,0.4307,0.4603
between,embeddings,all,1,15,0.4274,0.4564
between,embeddings,all,1,17,0.4279,0.4570
between,embeddings,all,1,19,0.4254,0.4538
between,embeddings,pca,1,1,0.3762,0.4154
between,embeddings,pca,1,3,0.3796,0.4167
between,embeddings,pca,1,5,0.3809,0.4158
between,embeddings,pca,1,7,0.3856,0.4200
between,embeddings,pca,1,9,0.3869,0.4211
between,embeddings,pca,1,11,0.3838,0.4172
between,embeddings,pca,1,13,0.3840,0.4182
between,embeddings,pca,1,15,0.3845,0.4180
between,embeddings,pca,1,17,0.3829,0.4161
between,embeddings,pca,1,19,0.3829,0.4163
between,embeddings,relieff,1,1,0.3535,0.4230
between,embeddings,relieff,1,3,0.3482,0.4120
between,embeddings,relieff,1,5,0.3474,0.4085
between,embeddings,relieff,1,7,0.3400,0.4000
between,embeddings,relieff,1,9,0.3345,0.3940
between,embeddings,relieff,1,11,0.3309,0.3892
between,embeddings,relieff,1,13,0.3288,0.3862
between,embeddings,relieff,1,15,0.3275,0.3834
between,embeddings,relieff,1,17,0.3304,0.3857
between,embeddings,relieff,1,19,0.3290,0.3836
between,embeddings,all,2,1,0.4384,0.4756
between,embeddings,all,2,3,0.4330,0.4698
between,embeddings,all,2,5,0.4243,0.4606
between,embeddings,all,2,7,0.4216,0.4583
between,embeddings,all,2,9,0.4204,0.4561
between,embeddings,all,2,11,0.4169,0.4528
between,embeddings,all,2,13,0.4163,0.4523
between,embeddings,all,2,15,0.4186,0.4545
between,embeddings,all,2,17,0.4172,0.4521
between,embeddings,all,2,19,0.4164,0.4518
between,embeddings,pca,2,1,0.4028,0.4404
between,embeddings,pca,2,3,0.4035,0.4406
between,embeddings,pca,2,5,0.4025,0.4395
between,embeddings,pca,2,7,0.4005,0.4377
between,embeddings,pca,2,9,0.3983,0.4352
between,embeddings,pca,2,11,0.4044,0.4402
between,embeddings,pca,2,13,0.4014,0.4368
between,embeddings,pca,2,15,0.3957,0.4323
between,embeddings,pca,2,17,0.3950,0.4310
between,embeddings,pca,2,19,0.3976,0.4323
between,embeddings,relieff,2,1,0.3883,0.4454
between,embeddings,relieff,2,3,0.3875,0.4449
between,embeddings,relieff,2,5,0.3819,0.4388
between,embeddings,relieff,2,7,0.3813,0.4372
between,embeddings,relieff,2,9,0.3784,0.4350
between,embeddings,relieff,2,11,0.3810,0.4370
between,embeddings,relieff,2,13,0.3812,0.4366
between,embeddings,relieff,2,15,0.3832,0.4388
between,embeddings,relieff,2,17,0.3805,0.4353
between,embeddings,relieff,2,19,0.3777,0.4328
between,embeddings,all,3,1,0.4481,0.4848
between,embeddings,all,3,3,0.4468,0.4822
between,embeddings,all,3,5,0.4460,0.4802
between,embeddings,all,3,7,0.4439,0.4780
between,embeddings,all,3,9,0.4382,0.4718
between,embeddings,all,3,11,0.4401,0.4737
between,embeddings,all,3,13,0.4381,0.4722
between,embeddings,all,3,15,0.4393,0.4729
between,embeddings,all,3,17,0.4344,0.4689
between,embeddings,all,3,19,0.4323,0.4667
between,embeddings,pca,3,1,0.3917,0.4319
between,embeddings,pca,3,3,0.3914,0.4294
between,embeddings,pca,3,5,0.3901,0.4294
between,embeddings,pca,3,7,0.3930,0.4317
between,embeddings,pca,3,9,0.4008,0.4397
between,embeddings,pca,3,11,0.4031,0.4427
between,embeddings,pca,3,13,0.4030,0.4418
between,embeddings,pca,3,15,0.4056,0.4438
between,embeddings,pca,3,17,0.4044,0.4428
between,embeddings,pca,3,19,0.4103,0.4483
between,embeddings,relieff,3,1,0.4232,0.4755
between,embeddings,relieff,3,3,0.4268,0.4788
between,embeddings,relieff,3,5,0.4296,0.4826
between,embeddings,relieff,3,7,0.4330,0.4842
between,embeddings,relieff,3,9,0.4338,0.4848
between,embeddings,relieff,3,11,0.4322,0.4842
between,embeddings,relieff,3,13,0.4369,0.4884
between,embeddings,relieff,3,15,0.4396,0.4915
between,embeddings,relieff,3,17,0.4464,0.4979
between,embeddings,relieff,3,19,0.4473,0.5005
between,embeddings,all,4,1,0.4385,0.4735
